"0 name";"1 number phone";"2 age";"3 Address";"4 email"
"Anastasia King";"+380687644245";"36";"16 Dyre avenue apartment-93  Fresno 66713-cod in USA";"kristina_1987@mail.ru"
"Bob Young";"+380938264865";"55";"72 Clinton Hill street apartment-110  Mesa 73429-cod in USA";"german-1984@mail.ru"
"Marina Smith";"+380951311100";"51";"62 Ferry Road avenue apartment-102  Texas 91248-cod in USA";"verona_1992@io.ua"
"Antony Flores";"+380936484758";"47";"52 Lafayette terrace apartment-95  Los Angeles 46357-cod in USA";"mery-1984@io.ua"
"Sofia Moore";"+380995147066";"36";"50 Rockaway Point lane apartment-53  Texas 95658-cod in USA";"henry-1981@ukr.net"
"Zak Miller";"+380505979456";"36";"6 Rockaway Beach Boulevard court apartment-134  Fresno 3591-cod in USA";"henry_1972@ukr.net"
"Jane Lee";"+380952113585";"17";"63 Rockaway Point lane apartment-9  Jacksonville 94350-cod in USA";"donald_1961@io.ua"
"Verona Walker";"+380956277848";"52";"26 Fort Greene lane apartment-12  Santa Ana 74273-cod in USA";"kristina_1958@io.ua"
"German Robinson";"+38063166550";"44";"49 Rockaway Point street apartment-136  Chicago 46904-cod in USA";"jane1969@mail.ru"
"Nait Johnson";"+380999152422";"36";"12 Park court apartment-33  Anaheim 43320-cod in USA";"jane.1980@io.ua"
"Viola Walker";"+380937223517";"30";"8 Metro North boulevard apartment-96  Virginia Beach 20364-cod in USA";"donald_1976@io.ua"
"Marya Young";"+38066684672";"53";"53 Belle Harbor boulevard apartment-184  Los Angeles 65969-cod in USA";"lena_1968@io.ua"
"Sofia Flores";"+380992987404";"35";"79 Metro North street apartment-190  Tulsa 43014-cod in USA";"marina_1955@ukr.net"
"Henry Young";"+380997964534";"50";"46 Ozone Park lane apartment-187  Charlotte 70670-cod in USA";"lena-1971@ukr.net"
"Sofia Harries";"+380688121672";"43";"69 Cadman Plaza West court apartment-89  Albuquerque 68578-cod in USA";"marya.2009@mail.ru"
"Zak Lee";"+380504147084";"32";"65 Parkway terrace apartment-48  San Antonio 99170-cod in USA";"marina-1969@io.ua"
"Olga Robinson";"+380667397601";"41";"17 Bedford-Stuyvesant  avenue apartment-149  Corpus Christi 82838-cod in USA";"ann.1956@mail.ru"
"Marina Walker";"+380507200998";"44";"53 Metro North lane apartment-177  New Orleans 61129-cod in USA";"kristina-2000@gmail.com"
"Anastasia Thompson";"+380665000758";"32";"71 Fort Greene lane apartment-75  Las Vegas 92877-cod in USA";"zak_1973@mail.ru"
"German Brown";"+380667426533";"56";"9 Dyre street apartment-108  New Orleans 36864-cod in USA";"den-1950@mail.ru"
"Antony Smith";"+380502548008";"56";"4 Clinton Hill boulevard apartment-104  Denver 33550-cod in USA";"marina-1985@mail.ru"
"Nait Brown";"+380954409479";"42";"65 Ferry Road boulevard apartment-27  Georgia 42580-cod in USA";"antony-1978@io.ua"
"German Taylor";"+380507904129";"28";"50 Park avenue apartment-53  Indianapolis 16253-cod in USA";"german1972@io.ua"
"Jane Davis";"+380986551770";"23";"93 Bayswater terrace apartment-116  Nashville 75035-cod in USA";"roman.1971@io.ua"
"Bob Brown";"+380987190494";"25";"60 St. Mark’s  boulevard apartment-163  Dallas 36811-cod in USA";"frank-1964@io.ua"
"Kristina Walker";"+380987874103";"42";"66 Brownsville boulevard apartment-53  Mesa 82889-cod in USA";"lena.1971@mail.ru"
"German Clark";"+380688393997";"19";"29 Bedford-Stuyvesant avenue apartment-176  Jacksonville 37856-cod in USA";"donald_1973@ukr.net"
"Donald King";"+380685892043";"24";"27 Brownsville avenue apartment-16  Fresno 27342-cod in USA";"jane2006@mail.ru"
"Julia Williams";"+380684901392";"15";"31 El Barrio avenue apartment-74  Milwaukee 13972-cod in USA";"lena-1981@mail.ru"
"Jon Wilson";"+380689316686";"55";"99 Bayswater court apartment-54  Tulsa 38410-cod in USA";"julia_1957@mail.ru"
"Clara Brown";"+380631322817";"34";"57 Park avenue apartment-147  Omaha 27258-cod in USA";"roman_1955@mail.ru"
"Bob Thomas";"+380687586079";"56";"92 St. Mark’s  terrace apartment-94  Cleveland 75303-cod in USA";"olga1988@mail.ru"
"Antony Wilson";"+380931040344";"22";"75 Bedford-Stuyvesant terrace apartment-141  Santa Ana 78770-cod in USA";"nait.2009@io.ua"
"Henry Johnson";"+380502938957";"54";"64 Brownsville street apartment-69  Arlington 20312-cod in USA";"clara.1993@ukr.net"
"Verona Martin";"+38093886298";"59";"22 Rockaway street apartment-145  Louisville 79066-cod in USA";"roman.1963@io.ua"
"Jon Lee";"+380683144540";"52";"9 Broadway court apartment-116  Tampa 41397-cod in USA";"olga.2002@ukr.net"
"Jon Torres";"+380503911211";"43";"26 Metro North avenue apartment-195  San Francisco 61758-cod in USA";"clara1956@gmail.com"
"Antony RodriguezMartinez";"+38095515168";"44";"97 Broadway street apartment-166  Nashville 98226-cod in USA";"roman-1978@mail.ru"
"Bob Lee";"+380664278974";"49";"73 Metro North street apartment-80  New York 76565-cod in USA";"kristina.1972@gmail.com"
"Kristina Hill";"+380689078742";"36";"20 Rockaway terrace apartment-84  Arlington 20441-cod in USA";"frank1982@mail.ru"
"Henry Martin";"+380936305919";"40";"30 Bedford-Stuyvesant  boulevard apartment-10  Anaheim 56450-cod in USA";"mery.1999@gmail.com"
"Marya Lewis";"+380686532349";"26";"36 El Barrio avenue apartment-85  ColumbusFort Worth 33141-cod in USA";"jek_2006@io.ua"
"Sofia Harries";"+380954685158";"46";"32 El Barrio terrace apartment-32  San Jose 41658-cod in USA";"harry_1994@io.ua"
"Olga Jones";"+38050512530";"24";"91 Dyre court apartment-181  Tucson 82983-cod in USA";"nait_1987@mail.ru"
"Ann Robinson";"+38068399655";"30";"64 Lafayette lane apartment-117  Tucson 69800-cod in USA";"german-1957@ukr.net"
"Donald Torres";"+380636691454";"35";"90 Rockaway Freeway boulevard apartment-29  ColumbusFort Worth 29634-cod in USA";"jane_1978@io.ua"
"Nait Garcia";"+380664725189";"52";"1 Ozone Park terrace apartment-190  El Paso 79825-cod in USA";"donald_1978@gmail.com"
"Anastasia Davis";"+38093106864";"36";"61 Metro North avenue apartment-70  Charlotte 98963-cod in USA";"kristina-1976@ukr.net"
"Henry Young";"+380957025037";"31";"95 Fort Greene terrace apartment-174  Los Angeles 44205-cod in USA";"anastasia_1956@mail.ru"
"Ann Davis";"+380939142401";"24";"3 Canarsie street apartment-117  Anaheim 13039-cod in USA";"kristina.1990@io.ua"
"Roman Brown";"+380634363451";"40";"82 Ferry Road street apartment-165  Fresno 22939-cod in USA";"jane-1987@io.ua"
"Jason Wilson";"+380503422759";"26";"64 Bayswater street apartment-195  Louisville 73404-cod in USA";"roman.1969@gmail.com"
"Jon White";"+380663191911";"42";"69 Bayswater terrace apartment-182  Georgia 80518-cod in USA";"julia1976@io.ua"
"Viola RodriguezMartinez";"+380664148945";"50";"78 Clinton Hill court apartment-38  Tampa 56901-cod in USA";"roman1984@mail.ru"
"Zak Perez";"+380508972270";"54";"10 El Barrio street apartment-144  Dallas 97762-cod in USA";"ann.1993@io.ua"
"Jon Thomas";"+380992063415";"47";"62 Cadman Plaza West lane apartment-146  Fresno 98949-cod in USA";"ann.1983@io.ua"
"Harry Clark";"+380504770217";"51";"94 Ozone Park street apartment-167  Portland 49243-cod in USA";"donald1986@ukr.net"
"Kristina Davis";"+380994787245";"51";"24 Bedford-Stuyvesant  street apartment-58  Anaheim 25669-cod in USA";"zak.1961@ukr.net"
"Jason Torres";"+380685749209";"25";"10 Metro North boulevard apartment-103  Virginia Beach 44305-cod in USA";"henry_1964@ukr.net"
"Bob Thomas";"+380664756748";"14";"52 Fort Greene avenue apartment-130  Albuquerque 12281-cod in USA";"kristina.1960@ukr.net"
"Bruck Martin";"+380506170087";"39";"37 Ferry Road street apartment-90  Mesa 88961-cod in USA";"jon_1970@gmail.com"
"Viola Thomas";"+380992161822";"32";"25 Park lane apartment-87  Jacksonville 76241-cod in USA";"zak1992@mail.ru"
"German Robinson";"+380662764241";"31";"48 Ozone Park court apartment-28  Georgia 61442-cod in USA";"jon_2002@gmail.com"
"German Williams";"+380998934790";"40";"32 Belle Harbor avenue apartment-6  Mesa 20015-cod in USA";"anastasia1991@io.ua"
"Bob Robinson";"+380934007550";"50";"31 Rockaway Freeway terrace apartment-169  Riverside 7907-cod in USA";"ann1971@ukr.net"
"Viola Garcia";"+380507514000";"24";"35 Lafayette boulevard apartment-16  Las Vegas 93504-cod in USA";"lena-1960@gmail.com"
"Kristina Flores";"+380665324400";"23";"65 Rockaway Point avenue apartment-83  Cleveland 78012-cod in USA";"bruck1959@ukr.net"
"Nait Jones";"+380953362534";"32";"69 Old Fulton terrace apartment-75  Riverside 53278-cod in USA";"kristina_1976@ukr.net"
